age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
47,Female,Semi-Urban,Secondary,Yes,4,Agriculture,"Livestock Care, Communication, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
45,Male,Rural,Graduate,No,5,Finance,"Communication, Typing, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
33,Female,Rural,Vocational,Yes,10,Services,"Communication, Typing, MS Office, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
50,Female,Urban,Vocational,Yes,4,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Male,Semi-Urban,Secondary,Yes,8,Retail,"Team Management, Communication, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
41,Female,Rural,Secondary,No,3,Finance,Excel,Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
37,Female,Urban,Secondary,Yes,4,Finance,"Tax Basics, Excel, Bookkeeping, Communication",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
39,Female,Rural,Vocational,Yes,10,Retail,"Sales, Communication, Team Management, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
53,Female,Urban,Graduate,Yes,7,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
21,Male,Rural,Secondary,Yes,7,Retail,Communication,Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
36,Male,Rural,Vocational,Yes,2,Retail,"Team Management, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
52,Male,Urban,Graduate,Yes,3,Finance,"Bookkeeping, Excel, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
22,Female,Rural,Secondary,No,5,Administration,Excel,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
21,Male,Urban,Graduate,Yes,6,Retail,"Sales, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
32,Male,Urban,Primary,Yes,7,Agriculture,Farming,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
30,Female,Rural,Vocational,Yes,2,Services,"Communication, Typing, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
33,Male,Urban,Graduate,Yes,4,Retail,Communication,Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
49,Male,Urban,Primary,Yes,3,Administration,"MS Office, Typing, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
23,Female,Semi-Urban,Secondary,No,3,IT,"Git, Basic Python, React, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
48,Female,Rural,Graduate,Yes,10,Construction,"Construction Safety, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
52,Female,Urban,Vocational,Yes,6,Services,"Communication, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
42,Female,Semi-Urban,Graduate,Yes,9,Retail,"Leadership, Communication, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
29,Male,Urban,Primary,Yes,1,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
22,Female,Urban,Vocational,Yes,1,IT,"Git, Basic Coding, JavaScript, Basic Python, React, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
49,Male,Urban,Secondary,Yes,8,Construction,"Construction Safety, Pipe Fitting, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
36,Male,Urban,Primary,Yes,7,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
52,Male,Urban,Graduate,Yes,8,IT,"Communication, Git, Typing, JavaScript, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
41,Female,Semi-Urban,Graduate,Yes,6,IT,"Communication, Git, Basic Coding, Typing, JavaScript, Basic Python, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
44,Male,Rural,Secondary,Yes,8,Retail,"Sales, Communication, Excel, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
52,Male,Urban,Secondary,Yes,6,Retail,"Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
31,Male,Urban,Graduate,Yes,10,Finance,"Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Male,Urban,Vocational,Yes,6,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
32,Male,Urban,Graduate,Yes,4,Construction,"Leadership, Communication, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
41,Female,Semi-Urban,Primary,Yes,9,Construction,"Construction Safety, Communication, Tool Repair, Heavy Lifting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
55,Male,Semi-Urban,Graduate,Yes,9,Construction,"Communication, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
20,Female,Urban,Vocational,Yes,9,IT,"Git, Typing, Basic Python, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
45,Male,Urban,Graduate,Yes,2,Construction,"Communication, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
22,Male,Rural,Secondary,Yes,9,Administration,"MS Office, Typing, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
27,Female,Semi-Urban,Graduate,Yes,9,Retail,"Sales, Team Management, Communication, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
45,Female,Urban,Secondary,Yes,1,Finance,"Bookkeeping, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
30,Male,Urban,Graduate,Yes,6,Finance,"Bookkeeping, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
44,Male,Semi-Urban,Primary,Yes,7,Agriculture,"Livestock Care, Farming, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Female,Semi-Urban,Secondary,Yes,8,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
33,Female,Semi-Urban,Graduate,No,2,Construction,Plumbing,Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
30,Male,Semi-Urban,Secondary,Yes,9,Agriculture,"Livestock Care, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
19,Female,Rural,Vocational,Yes,1,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Female,Semi-Urban,Vocational,No,2,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
19,Male,Semi-Urban,Vocational,Yes,7,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
39,Female,Urban,Graduate,Yes,1,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Excel",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
55,Female,Urban,Vocational,Yes,7,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
43,Female,Urban,Secondary,No,9,Administration,"Communication, Typing, Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
31,Female,Semi-Urban,Primary,No,5,Retail,"Sales, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
50,Female,Urban,Graduate,No,2,Agriculture,"Communication, Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
53,Male,Urban,Secondary,Yes,5,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
52,Male,Semi-Urban,Vocational,Yes,2,Administration,"Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Male,Urban,Primary,Yes,6,Retail,"Sales, Communication, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
42,Female,Urban,Graduate,No,4,Retail,"Sales, Communication, Leadership, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
28,Female,Semi-Urban,Primary,Yes,4,Retail,"Sales, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
37,Female,Urban,Primary,Yes,5,Administration,"Communication, Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
25,Female,Rural,Vocational,No,3,Agriculture,"Livestock Care, Farming, Excel",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
31,Female,Rural,Primary,Yes,5,Services,"Communication, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
28,Male,Urban,Secondary,Yes,8,Retail,"Communication, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Female,Urban,Secondary,No,2,IT,"Communication, Basic Coding, Typing, Basic Python, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
38,Female,Urban,Secondary,Yes,5,Retail,"Sales, Leadership, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
49,Female,Semi-Urban,Primary,Yes,1,Retail,"Sales, Communication, Leadership, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
35,Female,Urban,Graduate,Yes,6,Administration,"MS Office, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
25,Female,Semi-Urban,Graduate,Yes,10,Retail,"Sales, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
50,Male,Urban,Secondary,Yes,4,Retail,"Sales, Communication, Team Management, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
50,Male,Semi-Urban,Primary,Yes,3,Retail,"Sales, Team Management, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
38,Male,Urban,Vocational,Yes,7,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing, Construction Safety, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
40,Female,Semi-Urban,Vocational,Yes,5,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
55,Male,Rural,Secondary,Yes,7,Finance,"Communication, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Male,Semi-Urban,Graduate,Yes,10,IT,"Basic Coding, Typing, JavaScript, React",Web Developer,"JavaScript, React, Git",Frontend Development Program
51,Female,Rural,Secondary,Yes,7,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
49,Female,Semi-Urban,Graduate,No,3,Retail,Communication,Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Female,Semi-Urban,Secondary,Yes,8,Construction,"Construction Safety, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
39,Male,Rural,Secondary,Yes,3,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
45,Male,Urban,Secondary,Yes,8,Retail,"Sales, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
24,Female,Rural,Primary,Yes,3,Agriculture,"Livestock Care, Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Male,Semi-Urban,Vocational,No,1,Retail,"Sales, Communication, Leadership, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
18,Male,Semi-Urban,Secondary,No,8,Construction,"Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
54,Male,Semi-Urban,Graduate,No,2,IT,"Communication, Basic Coding, Basic Python, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
31,Female,Urban,Graduate,No,9,Retail,"Sales, Leadership, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
50,Female,Semi-Urban,Secondary,Yes,4,Retail,"Leadership, Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
46,Male,Urban,Graduate,No,7,Administration,"Data Entry, Communication, Excel, MS Office",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
20,Male,Semi-Urban,Secondary,Yes,3,Finance,"Communication, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Male,Semi-Urban,Primary,Yes,5,Services,"Communication, Typing",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
38,Male,Rural,Graduate,Yes,5,Retail,Inventory Management,Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
26,Female,Urban,Primary,Yes,8,IT,"HTML, Typing, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
35,Female,Urban,Secondary,Yes,4,Administration,"Communication, Excel, MS Office, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
